id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,related_events,match_id,possession_team_id,team_id,player_id,ball_receipt_outcome,under_pressure
311a46e2-bda3-4f9c-860f-5c3705b7bf70,6,1,00:00:01.427,0,1,Ball Receipt*,2,Canada,From Kick Off,Canada,Jonathan David,Right Center Forward,"[60.0, 41.9]",['806281e3-f5dc-4233-bce6-1be929a8af57'],3939969,1833,1833,23640,,
9f997989-ab9a-49ef-ac06-c96d59393726,9,1,00:00:02.119,0,2,Ball Receipt*,2,Canada,From Kick Off,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[54.4, 38.1]",['22d13ad0-2ddb-4f8b-85b8-db2c8b554c27'],3939969,1833,1833,11187,,
8e3ec731-a888-4778-a8a7-7980f304088f,12,1,00:00:05.663,0,5,Ball Receipt*,2,Canada,From Kick Off,Canada,Ismael Koné,Right Defensive Midfield,"[50.6, 49.5]",['b67091a6-21db-4a36-8d0e-b86a17b86b3c'],3939969,1833,1833,133229,,
9921d2fa-028f-4b95-aae4-aecbfcffd651,15,1,00:00:08.023,0,8,Ball Receipt*,2,Canada,From Kick Off,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[52.2, 39.3]",['94a9bc83-6bc2-46b9-8ba7-94af24108e17'],3939969,1833,1833,11187,,
ef905fd7-19c7-45cf-94ed-fdd9b7b3d8fa,18,1,00:00:09.935,0,9,Ball Receipt*,2,Canada,From Kick Off,Canada,Derek Cornelius,Left Center Back,"[39.8, 25.2]",['ab100f8b-25b8-4d54-bc10-00fe5fd253a3'],3939969,1833,1833,23760,,
a8eb3acc-83b9-4479-8ce6-3af834916e76,21,1,00:00:12.234,0,12,Ball Receipt*,2,Canada,From Kick Off,Canada,Alphonso Davies,Left Back,"[52.2, 1.7]",['59331757-d9c9-421c-81a4-2f628aefd336'],3939969,1833,1833,12365,,
d93b89bb-72d2-41e7-8c53-289deaf5796b,24,1,00:00:15.286,0,15,Ball Receipt*,2,Canada,From Kick Off,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[52.6, 10.0]",['f5427d18-0a5c-495b-b593-20ed0111f4f5'],3939969,1833,1833,11187,,
f07c211c-99dc-446b-a2a7-627f50afbcd5,27,1,00:00:19.043,0,19,Ball Receipt*,2,Canada,From Kick Off,Canada,Cyle Larin,Left Center Forward,"[100.6, 27.6]",['0f9fa66b-cfaf-4a52-97ae-480cefd71a30'],3939969,1833,1833,16459,Incomplete,
06aeb222-39c0-419a-ac60-e00fe2476e0c,29,1,00:00:20.672,0,20,Ball Receipt*,2,Canada,From Kick Off,Argentina,Nahuel Molina Lucero,Right Back,"[26.1, 66.3]",['f9f93ea8-fcca-4298-8c4e-fbb87f14ceb9'],3939969,1833,779,29201,,
edc0465e-e34d-4a4c-b2df-edaec9a12907,37,1,00:00:26.485,0,26,Ball Receipt*,2,Canada,From Kick Off,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[77.8, 29.5]",['b7334d4d-216c-4900-af8d-0207d48e44ae'],3939969,1833,1833,11187,,
bbff075e-87ef-419d-83b4-4874b7bc5c6a,40,1,00:00:27.847,0,27,Ball Receipt*,2,Canada,From Kick Off,Canada,Moise Bombito,Right Center Back,"[66.9, 41.5]",['b4269daf-239d-466b-b024-98221eda7961'],3939969,1833,1833,383250,,
b0c5f873-fff3-4ac4-828b-486718f4a3f8,43,1,00:00:31.040,0,31,Ball Receipt*,2,Canada,From Kick Off,Canada,Tajon Buchanan,Right Midfield,"[81.5, 72.8]",['7cce105d-78d5-4708-837f-edf9e7e9a07b'],3939969,1833,1833,24024,,
6a5c97d3-bbdb-476a-91bf-3bb5e7123aa6,46,1,00:00:33.284,0,33,Ball Receipt*,2,Canada,From Kick Off,Canada,Alistair Johnston,Right Back,"[94.5, 74.1]",['3eaeb5b0-f444-47e8-b70d-f6214a486e21'],3939969,1833,1833,44703,,
29c2a9c0-5258-47cf-81c3-4d5e14e6309c,52,1,00:00:52.164,0,52,Ball Receipt*,3,Argentina,From Goal Kick,Argentina,Lisandro Martínez,Left Center Back,"[20.5, 28.8]",['3c0ac82b-4fda-431a-b3c0-7899fb1b83dc'],3939969,779,779,27768,,
b035a8a1-cb33-4f3f-82cc-68e74ec48fe8,54,1,00:00:56.022,0,56,Ball Receipt*,3,Argentina,From Goal Kick,Argentina,Leandro Daniel Paredes,Left Defensive Midfield,"[29.3, 41.0]",['6728d5c4-81e9-4066-bc97-006bb6c41963'],3939969,779,779,16308,,
3548c53a-c83d-4beb-93f9-61f1ff921886,57,1,00:00:58.168,0,58,Ball Receipt*,3,Argentina,From Goal Kick,Argentina,Rodrigo Javier De Paul,Right Defensive Midfield,"[39.8, 49.2]",['2219992c-0fdb-4cc1-a040-92724dd1d4c6'],3939969,779,779,7797,,
4a66af3b-c836-4abf-a36b-bd6fce586a3f,59,1,00:00:59.844,0,59,Ball Receipt*,3,Argentina,From Goal Kick,Argentina,Cristian Gabriel Romero,Right Center Back,"[22.1, 57.7]",['4f5a387e-6178-4396-ab36-21e88c8242bc'],3939969,779,779,20572,,
