id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique,shot_body_part,shot_type,shot_outcome,shot_freeze_frame,possession_team_id,team_id,player_id,shot_first_time,shot_open_goal,out,under_pressure
0ac67673-bb34-48cd-883f-dc106941c38e,611,1,00:14:19.113,14,19,Shot,31,Ecuador,From Throw In,Ecuador,Jeremy Leonel Sarmiento Morante,Left Wing,"[114.4, 31.0]",0.156942,['0c692b15-5df7-4b54-b36a-32c74bf467c3'],3942228,True,0.119090974,"[116.2, 33.9, 0.2]",2912550c-d305-48d1-816f-b0ff0f9ad45b,Normal,Right Foot,Open Play,Saved,"[{'location': [114.1, 21.5], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 31.8], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 14.1], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.4, 29.5], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 35.1], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 41.7], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 33.0], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 49.7], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.7, 34.1], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 4.7], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 41.3], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3565,3565,40211,,,,
9e991288-5ecb-4d0c-81ad-87dd637e73d1,615,1,00:14:22.645,14,22,Shot,31,Ecuador,From Throw In,Ecuador,Ray Kendry Páez Andrade,Right Wing,"[102.6, 37.0]",0.699365,['6649f360-6aec-4a95-95f4-703bdb75a7e2'],3942228,,0.063534886,"[120.0, 41.2, 4.8]",d83a6aee-6ae3-45ad-af50-fc4d5362b147,Normal,Right Foot,Open Play,Off T,"[{'location': [107.3, 16.3], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 22.1], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 35.9], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 38.1], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 32.7], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 37.9], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 42.9], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 46.0], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.4, 39.2], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 14.5], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.9, 26.6], 'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.9, 42.8], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.3, 26.3], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 17.2], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.3, 41.9], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 53.4], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",3565,3565,384888,True,,,
bac294fd-1973-4800-b014-a9f2b0d83776,644,1,00:15:57.195,15,57,Shot,34,Ecuador,From Free Kick,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[113.9, 48.0]",0.63986,['97588b6a-249e-4901-ab50-132f0c0af7d0'],3942228,,0.087274924,"[120.0, 39.9, 4.2]",93f6b55b-68bd-49f5-920e-88f004b10676,Volley,Right Foot,Open Play,Off T,"[{'location': [97.6, 49.0], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.5, 58.4], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 66.5], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 36.8], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 46.0], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 60.1], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 51.4], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 43.0], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 34.3], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.6, 66.1], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3565,3565,37737,True,,,
b9abc09c-a1dd-4f5e-aee1-42a0b9fb216f,1083,1,00:26:53.049,26,53,Shot,47,Argentina,From Throw In,Argentina,Enzo Fernandez,Left Defensive Midfield,"[106.2, 36.7]",0.916225,['1842210a-2c27-435e-8d74-e54ea216dd25'],3942228,,0.02539963,"[120.0, 45.8, 0.8]",72834b50-1714-490c-a53f-957b14e33b15,Normal,Head,Open Play,Off T,"[{'location': [96.0, 53.1], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.8, 50.6], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.1, 62.7], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 44.4], 'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.9, 52.0], 'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 42.8], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 40.0], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 40.7], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 38.5], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 37.4], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 44.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.8, 47.5], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.3, 42.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.9, 33.7], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 73.2], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",779,779,38718,,,,
71137f28-7783-4adc-8501-48d4538f98f7,1343,1,00:33:47.480,33,47,Shot,61,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[104.5, 50.4]",0.189044,"['63273c89-f5a5-437a-83af-a4c41306f971', 'ecc6c1ed-41ff-451b-8412-e321512f441d']",3942228,,0.08614714,"[108.9, 46.8]",85f0bc78-715d-4763-8909-3d3e9bb580a8,Normal,Right Foot,Open Play,Blocked,"[{'location': [88.5, 48.0], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 48.1], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 46.7], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 40.2], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 42.6], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 34.3], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.6, 58.5], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.7, 45.1], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 42.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",779,779,38718,,,,
9b366955-3011-40e0-bcad-5b0c85601a0a,1350,1,00:34:40.414,34,40,Shot,62,Argentina,From Corner,Argentina,Lisandro Martínez,Left Center Back,"[117.4, 34.7]",0.450628,['ee1860c4-6bcf-4126-b61e-7c221430c25b'],3942228,,0.37721914,"[120.0, 39.3, 1.3]",8f090e22-d3e5-4733-99e5-1a96e509bc27,Normal,Head,Open Play,Goal,"[{'location': [97.1, 41.4], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.6, 48.9], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.2, 43.9], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 49.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.9, 45.9], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.8, 77.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.1, 33.8], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 40.3], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.3, 46.3], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.2, 44.9], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 45.9], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.5, 47.8], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 48.8], 'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.4, 61.2], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 41.4], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 33.5], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.9, 41.5], 'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 38.4], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 42.9], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",779,779,27768,,True,,
8098d517-a60d-4056-8d07-93920423c3e6,1467,1,00:40:55.021,40,55,Shot,75,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[107.7, 29.4]",2.09199,"['04f5a1de-2b33-46fa-8dcd-09712c75e01e', 'b7890b2e-5171-42f6-b4b7-3f32e50711b8']",3942228,,0.079341225,"[120.0, 60.4]",,Half Volley,Left Foot,Open Play,Wayward,"[{'location': [83.9, 45.1], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.8, 37.2], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 39.5], 'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.7, 15.7], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 40.5], 'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.2], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 44.2], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 37.3], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 31.9], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 44.9], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.7, 38.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.5, 43.0], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",779,779,38718,True,,True,True
41928b48-6eba-4203-8213-efd030f684aa,1923,2,00:09:34.254,54,34,Shot,102,Argentina,From Free Kick,Argentina,Lautaro Javier Martínez,Left Center Forward,"[106.0, 33.8]",1.035698,"['2d23f2ff-c0ea-4872-91f7-ee6a8c93fdb2', 'd2706050-2126-4cb9-919d-ffe70417d066']",3942228,,0.04993724,"[120.0, 33.0, 0.2]",1ce62c5b-25e0-4a33-9262-ab10c0d527b8,Volley,Left Foot,Open Play,Off T,"[{'location': [99.2, 26.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 32.6], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 26.4], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [82.1, 48.6], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.9, 46.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.5, 37.5], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 38.8], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 34.1], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 27.5], 'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.6, 49.8], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 33.3], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 42.2], 'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 46.4], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 30.8], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",779,779,11456,,,,True
3cd6a14b-b464-45d6-8767-7855521eebb7,2021,2,00:14:05.943,59,5,Shot,113,Ecuador,From Corner,Ecuador,Alan Steven Franco Palma,Left Defensive Midfield,"[113.6, 30.6]",0.142106,"['12ab0e9a-40a7-4d98-a486-7f434bec6c36', '6807e00f-719b-4263-9d90-1b6508f07e8e']",3942228,,0.05331348,"[114.3, 31.7]",c3a859c2-6cff-4afa-b4ca-38aaeabf14e8,Diving Header,Head,Open Play,Blocked,"[{'location': [109.4, 42.9], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 37.6], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 15.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.6, 44.7], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 33.5], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.8, 41.8], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.3, 41.4], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 40.1], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 39.3], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.3, 36.6], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.6, 33.2], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 39.3], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 32.1], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.1, 31.3], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 31.6], 'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.4, 5.8], 'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",3565,3565,37945,,,,
be3cda1b-17bc-4e8c-bd52-441c4613f323,2025,2,00:16:42.743,61,42,Shot,114,Ecuador,Other,Ecuador,Enner Remberto Valencia Lastra,Center Forward,"[108.1, 40.1]",0.471425,['42ed0c4f-2bfa-40ee-baf2-05a4c52fae98'],3942228,True,0.7835,"[120.0, 36.1, 0.2]",,Normal,Right Foot,Penalty,Post,"[{'location': [119.7, 40.0], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3565,3565,28559,,,,
